DateTime,comp1.Air.T,comp1.Air.RH,comp1.Air.ppm,common.Iglob.Value,common.Tout.Value,common.RHout.Value,common.Windsp.Value,comp1.PARsensor.Above,comp1.TPipe1.Value,comp1.ConPipes.TSupPipe1,comp1.PConPipe1.Value,comp1.ConWin.WinLee,comp1.ConWin.WinWnd,comp1.Setpoints.SpHeat,comp1.Setpoints.SpVent,comp1.Scr1.Pos,comp1.Scr2.Pos,comp1.Lmp1.ElecUse,comp1.McPureAir.Value,comp1.Setpoints.SpCO2,comp1.Growth.FruitFreshweight,comp1.Growth.DVSfruit,comp1.Growth.DryMatterFract,comp1.Growth.CropAbs,comp1.Growth.PlantDensity,common.ElecPrice.PeakHour,comp1.Growth.WaterUsePerPot,comp1.Growth.RedFruitsWeight
2023-09-05 11:00:00,28.58,75.4,785.0,599.0,22.9,61.8,2.8,839.0,41.08010669066223,41.2,0.0,31.1,0.0,26.0,27.0,0.0,0.0,0.0,2.2222222222222217e-06,800.0,0.0,0.0,0.0,0.0,56.0,1.0,2.1,0.0
2023-09-05 12:00:00,29.57,66.9,728.0,679.0,24.3,57.9,2.9,965.0,42.62341284277069,42.7,0.0,56.7,7.3,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.012,56.0,1.0,2.8,0.0
2023-09-05 13:00:00,30.25,54.4,583.0,712.0,25.8,53.9,3.2,1013.0,44.76752042529797,44.8,0.0,75.6,25.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,3.4,0.0
2023-09-05 14:00:00,30.88,47.4,527.0,695.0,27.0,50.2,3.6,995.0,46.46848493536501,46.5,0.0,91.6,41.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,3.5,0.0
2023-09-05 15:00:00,31.38,44.8,507.0,630.0,27.9,47.5,3.7,916.0,47.32691871369831,47.3,0.0,100.0,55.9,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,3.1,0.0
2023-09-05 16:00:00,31.34,43.3,499.0,524.0,28.3,46.0,4.0,764.0,46.98197643842346,46.9,0.0,100.0,59.2,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,2.7,0.0
2023-09-05 17:00:00,31.0,43.0,493.0,388.0,28.5,46.1,4.5,555.0,45.220243719682685,44.8,0.0,99.9,52.9,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 18:00:00,30.42,45.1,505.0,233.0,28.2,49.1,4.1,335.0,42.21110769828258,41.5,0.0,97.5,47.5,25.5,26.5,0.0,0.0,7.716,2.777777777777778e-06,785.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 19:00:00,29.99,48.0,525.0,91.0,27.1,54.3,3.3,380.0,41.338052316292284,42.0,12.1,94.1,45.2,25.1,26.1,0.0,0.0,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 20:00:00,28.7,52.1,560.0,12.0,25.4,60.2,1.8,278.0,38.951130505505525,39.4,10.1,100.0,72.0,22.5,23.5,0.0,0.157,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 21:00:00,28.82,54.4,770.0,0.0,23.7,66.5,0.4,0.0,38.46616582077622,39.5,16.8,100.0,98.8,19.3,20.3,0.0,0.911,0.0,6.944444444444446e-07,477.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 22:00:00,28.11,57.2,682.0,0.0,22.3,72.4,0.0,0.0,38.30585598435726,39.5,18.6,100.0,100.0,18.0,19.0,0.0,0.901,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-05 23:00:00,27.13,60.6,602.0,0.0,21.2,76.4,0.0,0.0,38.14901624959098,39.4,20.3,100.0,100.0,18.0,19.0,0.0,0.91,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-06 00:00:00,26.33,63.3,553.0,0.0,20.6,77.6,0.1,0.0,38.02156065958134,39.4,21.8,100.0,100.0,18.0,19.0,0.0,0.92,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 01:00:00,25.58,64.9,514.0,0.0,20.4,76.3,0.5,0.0,37.906083482233726,39.4,23.0,100.0,100.0,18.0,19.0,0.0,0.93,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 02:00:00,25.02,65.5,482.0,0.0,19.7,77.4,0.1,0.0,37.81558172664115,39.3,24.1,100.0,96.7,18.0,19.0,0.0,0.937,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 03:00:00,24.54,66.4,467.0,0.0,18.9,80.7,0.0,0.0,37.73825984967393,39.3,24.9,100.0,69.2,18.0,19.0,0.0,0.943,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 04:00:00,24.07,67.1,457.0,0.0,18.4,83.2,0.0,0.0,37.66414627225338,39.3,25.8,95.6,46.5,18.0,19.0,0.0,0.949,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 05:00:00,23.66,67.6,450.0,0.0,17.9,85.6,0.0,0.0,37.598776662701,39.3,26.8,80.7,30.7,18.0,19.0,0.0,0.954,0.0,0.0,300.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 06:00:00,23.41,67.4,444.0,5.0,17.4,88.1,0.0,3.0,39.650696869987534,42.5,44.2,69.1,19.1,18.0,19.0,0.0,0.798,0.0,0.0,319.0,0.0,0.0,0.0,0.148,56.0,0.0,2.0,0.0
2023-09-06 07:00:00,22.33,70.4,453.0,51.0,17.6,87.8,0.0,70.0,43.681329333718196,47.1,54.5,44.7,2.6,19.2,20.2,0.0,0.0,0.0,4.861111111111112e-07,482.0,0.0,0.0,0.0,0.148,56.0,0.08333333333333333,2.0,0.0
2023-09-06 08:00:00,23.07,72.0,854.0,174.0,19.2,82.5,0.0,239.0,40.87250618464064,39.0,0.0,12.5,0.0,22.0,23.0,0.0,0.0,0.0,1.4814814814814817e-06,787.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-06 09:00:00,26.11,68.3,989.0,325.0,21.3,76.1,0.3,440.0,59.13353884485511,64.4,127.7,6.6,0.0,25.1,26.1,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-06 10:00:00,29.33,63.9,795.0,469.0,23.6,69.4,0.9,639.0,52.85511569082875,50.9,0.0,46.6,2.3,26.0,27.0,0.0,0.0,0.0,4.861111111111112e-07,800.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-06 11:00:00,30.35,55.5,715.0,588.0,25.4,63.5,1.4,831.0,47.621235688434986,47.3,0.0,74.8,24.8,26.0,27.0,0.0,0.0,0.0,2.6388888888888893e-06,800.0,0.0,0.0,0.0,0.148,56.0,1.0,2.0,0.0
2023-09-06 12:00:00,31.36,49.2,603.0,668.0,27.0,57.9,2.0,958.0,47.62670799808409,47.8,0.0,97.5,51.1,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.145,56.0,1.0,2.0,0.0
2023-09-06 13:00:00,31.73,47.7,526.0,701.0,27.8,56.0,2.8,1005.0,48.99392973861264,49.0,0.0,100.0,65.4,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 14:00:00,32.1,46.6,509.0,686.0,28.4,51.6,3.0,992.0,50.109711804035044,50.1,0.0,100.0,74.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 15:00:00,32.42,42.6,506.0,625.0,29.0,46.7,2.9,919.0,50.56193430668596,50.6,0.0,100.0,83.0,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.2,0.0
2023-09-06 16:00:00,32.32,40.7,506.0,521.0,29.1,44.7,2.8,768.0,49.90116429668958,49.7,0.0,100.0,84.2,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 17:00:00,32.07,41.9,521.0,382.0,29.0,45.8,2.4,552.0,47.79791832198882,47.3,0.0,100.0,79.8,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 18:00:00,30.85,44.2,524.0,229.0,28.4,47.4,2.7,331.0,44.32384197505946,43.6,0.0,100.0,63.9,25.5,26.5,0.0,0.0,7.716,2.777777777777778e-06,782.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 19:00:00,30.14,46.1,547.0,88.0,27.2,51.1,2.4,380.0,41.79356085805775,41.6,6.4,98.1,50.8,25.1,26.1,0.0,0.0,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 20:00:00,29.06,49.6,600.0,11.0,25.6,56.3,1.0,280.0,39.165475859005056,39.5,8.1,100.0,79.2,22.5,23.5,0.0,0.078,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 21:00:00,28.73,53.1,751.0,0.0,23.7,64.3,0.1,0.0,38.542487192222715,39.5,15.7,100.0,99.4,19.3,20.3,0.0,0.912,0.0,6.944444444444446e-07,477.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 22:00:00,28.2,56.2,680.0,0.0,22.4,71.3,0.0,0.0,38.38745763468936,39.5,17.7,100.0,100.0,18.0,19.0,0.0,0.9,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-06 23:00:00,27.31,60.2,600.0,0.0,21.9,74.1,0.0,0.0,38.23521295231462,39.5,19.4,100.0,100.0,18.0,19.0,0.0,0.908,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-07 00:00:00,26.57,63.0,539.0,0.0,20.9,77.7,0.1,0.0,38.11106008354962,39.4,20.8,100.0,100.0,18.0,19.0,0.0,0.917,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 01:00:00,25.83,65.4,500.0,0.0,20.1,80.8,0.3,0.0,37.99641775404297,39.4,22.0,100.0,100.0,18.0,19.0,0.0,0.926,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 02:00:00,25.28,66.9,475.0,0.0,19.3,83.3,0.4,0.0,37.903612973699644,39.4,23.1,100.0,93.0,18.0,19.0,0.0,0.933,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 03:00:00,24.76,68.0,456.0,0.0,18.6,85.6,0.6,0.0,37.820700620697686,39.3,24.0,100.0,66.2,18.0,19.0,0.0,0.94,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 04:00:00,24.35,68.5,444.0,0.0,17.9,88.4,0.4,0.0,37.75978516353038,39.3,24.7,93.3,43.6,18.0,19.0,0.0,0.945,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 05:00:00,24.01,68.9,437.0,0.0,17.8,89.1,0.4,0.0,37.70212277764607,39.3,25.4,82.7,32.7,18.0,19.0,0.0,0.95,0.0,0.0,300.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 06:00:00,23.83,68.7,432.0,5.0,17.6,88.6,0.1,3.0,39.64600221356421,42.4,42.7,76.4,26.4,18.0,19.0,0.0,0.793,0.0,0.0,319.0,0.0,0.0,0.0,0.116,56.0,0.0,2.0,0.0
2023-09-07 07:00:00,22.62,70.7,436.0,51.0,17.9,86.4,0.0,70.0,43.659877896433294,47.0,53.0,52.9,6.1,19.1,20.1,0.0,0.0,0.0,3.4722222222222224e-07,473.0,0.0,0.0,0.0,0.116,56.0,0.08333333333333333,2.0,0.0
2023-09-07 08:00:00,23.55,73.1,776.0,176.0,19.1,80.6,0.5,239.0,40.96078110490566,39.2,0.0,22.0,0.0,21.9,22.9,0.0,0.0,0.0,1.62037037037037e-06,783.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-07 09:00:00,25.18,77.0,850.0,329.0,20.8,72.5,2.8,439.0,35.84356940941713,35.5,0.0,0.0,0.0,25.0,26.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-07 10:00:00,27.74,76.9,765.0,473.0,22.5,66.4,3.8,635.0,36.076140381105056,36.4,0.0,10.9,0.0,26.0,27.0,0.0,0.0,0.0,9.722222222222224e-07,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.0,0.0
2023-09-07 11:00:00,29.0,69.5,730.0,592.0,24.2,60.5,3.7,827.0,38.839963601244726,39.5,0.0,40.7,0.4,26.0,27.0,0.0,0.0,0.0,2.7546296296296293e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.2,0.0
2023-09-07 12:00:00,29.84,59.2,594.0,671.0,25.8,54.3,4.2,950.0,42.23030456856108,42.3,0.0,64.6,14.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.116,56.0,1.0,2.7,0.0
2023-09-07 13:00:00,30.6,48.8,519.0,703.0,27.1,49.9,4.5,997.0,45.11726959627942,45.1,0.0,84.0,34.0,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,3.0,0.0
2023-09-07 14:00:00,30.93,43.8,487.0,690.0,28.0,45.0,5.3,982.0,46.99609078907472,47.0,0.0,95.5,45.5,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,3.5,0.0
2023-09-07 15:00:00,31.13,39.9,476.0,628.0,28.5,41.1,5.8,914.0,47.874072044619716,47.9,0.0,100.0,51.9,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,3.4,0.0
2023-09-07 16:00:00,31.04,38.7,472.0,521.0,28.7,39.8,6.1,759.0,47.495241176344145,47.4,0.0,100.0,52.2,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,3.4,0.0
2023-09-07 17:00:00,30.67,40.7,481.0,380.0,28.5,42.0,5.5,543.0,45.62958765537655,45.2,0.0,95.0,45.0,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,3.0,0.0
2023-09-07 18:00:00,30.01,44.7,503.0,223.0,28.0,46.1,4.4,317.0,42.479921041406094,41.8,0.0,89.5,39.5,25.4,26.4,0.0,0.0,7.716,2.777777777777778e-06,778.0,0.0,0.0,0.0,0.118,56.0,1.0,2.4,0.0
2023-09-07 19:00:00,29.63,48.0,533.0,81.0,26.9,51.5,3.2,370.0,41.332002948130004,41.8,10.4,89.2,39.5,24.9,25.9,0.0,0.0,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-07 20:00:00,28.55,53.4,583.0,9.0,25.2,59.3,1.6,276.0,38.9601696946468,39.5,10.5,100.0,69.8,22.3,23.3,0.0,0.315,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-07 21:00:00,29.03,59.1,796.0,0.0,23.3,69.2,0.7,0.0,38.62618911656399,39.6,14.6,100.0,99.7,19.2,20.2,0.0,0.905,0.0,4.6296296296296297e-07,477.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-07 22:00:00,28.13,61.8,635.0,0.0,22.5,73.3,0.9,0.0,38.4183308349248,39.5,17.3,100.0,100.0,18.0,19.0,0.0,0.9,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-07 23:00:00,27.53,63.4,532.0,0.0,21.7,74.8,0.6,0.0,38.30370250314711,39.5,18.6,100.0,100.0,18.0,19.0,0.0,0.905,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-08 00:00:00,27.01,65.3,487.0,0.0,20.7,78.5,0.1,0.0,38.20937566740764,39.5,19.7,100.0,100.0,18.0,19.0,0.0,0.912,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 01:00:00,26.33,67.8,461.0,0.0,19.6,82.7,0.0,0.0,38.09942822493894,39.4,20.9,100.0,100.0,18.0,19.0,0.0,0.92,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 02:00:00,25.8,69.4,446.0,0.0,19.3,83.1,0.0,0.0,38.01120302395315,39.4,21.9,100.0,98.2,18.0,19.0,0.0,0.927,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 03:00:00,25.42,70.3,436.0,0.0,19.0,83.3,0.0,0.0,37.94646829447175,39.4,22.7,100.0,84.5,18.0,19.0,0.0,0.932,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 04:00:00,25.06,71.1,431.0,0.0,18.3,86.0,0.0,0.0,37.88862297657516,39.4,23.3,100.0,63.7,18.0,19.0,0.0,0.936,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 05:00:00,24.73,71.7,427.0,0.0,17.8,87.8,0.0,0.0,37.834070205586144,39.4,23.9,96.6,47.1,18.0,19.0,0.0,0.941,0.0,0.0,300.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 06:00:00,24.56,71.9,425.0,4.0,17.6,88.3,0.0,1.0,39.6693055825832,42.3,40.8,88.5,38.5,18.0,19.0,0.0,0.864,0.0,0.0,310.0,0.0,0.0,0.0,0.118,56.0,0.0,2.0,0.0
2023-09-08 07:00:00,23.27,71.6,432.0,44.0,17.7,87.9,0.0,59.0,43.64663740902872,46.9,52.0,63.5,13.8,19.1,20.1,0.0,0.0,0.0,3.4722222222222224e-07,471.0,0.0,0.0,0.0,0.118,56.0,0.08333333333333333,2.0,0.0
2023-09-08 08:00:00,24.28,73.2,765.0,160.0,18.8,84.6,0.1,216.0,42.00656256963712,40.6,4.0,36.2,0.0,21.8,22.8,0.0,0.0,0.0,1.8518518518518519e-06,782.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-08 09:00:00,26.05,85.8,860.0,310.0,20.8,79.3,0.1,410.0,36.31779891393535,35.8,0.0,11.1,0.0,24.9,25.9,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.118,56.0,1.0,2.0,0.0
2023-09-08 10:00:00,29.09,88.3,787.0,450.0,23.5,71.4,0.0,599.0,36.12415149845861,36.4,0.0,44.7,2.9,26.0,27.0,0.0,0.0,0.0,9.259259259259259e-07,800.0,0.0,0.0,0.0,0.118,56.0,1.0,2.1,0.0
2023-09-08 11:00:00,31.33,78.5,741.0,561.0,26.3,62.4,0.1,775.0,38.79303945886729,39.4,0.0,91.3,43.7,26.0,27.0,0.0,0.0,0.0,2.3148148148148144e-06,800.0,0.0,0.0,0.0,0.118,56.0,1.0,2.8,0.0
2023-09-08 12:00:00,32.09,69.1,649.0,635.0,27.6,57.9,0.7,890.0,42.01451658875434,42.6,0.0,100.0,70.9,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.122,56.0,1.0,4.2,0.0
2023-09-08 13:00:00,32.92,59.8,593.0,661.0,28.5,53.2,1.0,928.0,44.684047674865276,44.8,0.0,100.0,91.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.166,56.0,1.0,4.8,0.0
2023-09-08 14:00:00,32.68,52.8,522.0,649.0,29.2,49.7,2.2,918.0,46.44506485173679,46.4,0.0,100.0,94.6,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.166,56.0,1.0,5.3,0.0
2023-09-08 15:00:00,32.53,50.0,508.0,586.0,29.4,48.2,2.6,843.0,47.068388795168694,47.1,0.0,100.0,89.2,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.166,56.0,1.0,5.3,0.0
2023-09-08 16:00:00,32.42,48.4,512.0,481.0,29.4,47.2,2.4,693.0,46.52041395011036,46.3,0.0,100.0,86.4,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.166,56.0,1.0,4.8,0.0
2023-09-08 17:00:00,32.16,48.8,535.0,350.0,29.0,48.7,1.9,494.0,44.80786065016242,44.4,0.0,100.0,81.9,26.0,27.0,0.0,0.0,0.0,2.777777777777778e-06,800.0,0.0,0.0,0.0,0.166,56.0,1.0,3.7,0.0
2023-09-08 18:00:00,30.87,56.7,577.0,181.0,27.4,58.0,1.4,346.0,42.2097549037552,42.4,10.7,99.9,67.2,25.6,26.6,0.0,0.0,38.58,2.777777777777778e-06,774.0,0.0,0.0,0.0,0.166,56.0,1.0,3.0,0.0
2023-09-08 19:00:00,29.38,62.8,613.0,45.0,24.7,68.7,1.3,318.0,41.678172677021614,41.9,3.2,94.8,44.8,24.6,25.6,0.0,0.0,92.593,2.777777777777778e-06,700.0,0.0,0.0,0.0,0.166,56.0,1.0,2.5,0.0
2023-09-08 20:00:00,28.88,68.1,745.0,4.0,23.0,74.6,0.2,267.0,38.89248593433807,39.6,11.9,99.9,70.0,22.2,23.2,0.0,0.705,92.593,1.6203703703703707e-06,700.0,0.0,0.0,0.0,0.166,56.0,1.0,2.0,0.0
2023-09-08 21:00:00,29.38,72.0,687.0,0.0,22.1,75.3,0.0,0.0,38.66772716270574,39.6,14.0,100.0,100.0,19.2,20.2,0.0,0.902,0.0,0.0,477.0,0.0,0.0,0.0,0.166,56.0,1.0,2.0,0.0
2023-09-08 22:00:00,28.18,71.5,572.0,0.0,20.8,82.3,0.0,0.0,38.41913221695594,39.5,17.3,100.0,100.0,18.0,19.0,0.0,0.9,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,1.0,2.0,0.0
2023-09-08 23:00:00,27.31,72.2,508.0,0.0,19.9,87.6,0.0,0.0,38.274252729505115,39.5,18.9,100.0,100.0,18.0,19.0,0.0,0.908,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,1.0,2.0,0.0
2023-09-09 00:00:00,26.6,73.2,472.0,0.0,19.3,91.5,0.0,0.0,38.15987787028486,39.4,20.2,100.0,100.0,18.0,19.0,0.0,0.917,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,0.0,2.0,0.0
2023-09-09 01:00:00,25.95,74.7,451.0,0.0,18.5,96.9,0.0,0.0,38.054447239052934,39.4,21.4,100.0,87.7,18.0,19.0,0.0,0.925,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,0.0,2.0,0.0
2023-09-09 02:00:00,25.44,76.0,439.0,0.0,17.9,99.2,0.0,0.0,37.96832472704091,39.4,22.4,100.0,62.4,18.0,19.0,0.0,0.931,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,0.0,2.0,0.0
2023-09-09 03:00:00,25.01,76.7,432.0,0.0,17.4,99.3,0.0,0.0,37.896613179420925,39.4,23.2,95.3,45.6,18.0,19.0,0.0,0.937,0.0,0.0,300.0,0.0,0.0,0.0,0.166,56.0,0.0,2.0,0.0
